API,class,stress,level,initial_API,initial_deg,stressed_API_true,stressed_deg_true,stressed_API_meas,stressed_deg_meas
Run_1008,small_volatile,base,high,99.40,0.18,53.08,46.51,53.20,46.34
Run_1009,small_nonvolatile,oxidation,low,100.12,0.74,96.04,4.82,95.06,5.53
Run_1010,peptide,oxidation,low,99.82,0.48,96.92,3.38,96.84,3.50
Run_1011,small_volatile,base,high,100.63,0.77,55.88,45.52,55.54,45.47
Run_1012,small_nonvolatile,base,high,100.15,0.99,52.54,48.60,52.63,47.25
Run_1013,small_nonvolatile,photolysis,low,99.91,0.55,96.08,4.38,96.52,3.73
Run_1014,small_volatile,base,mid,99.50,0.39,83.28,13.89,82.95,13.23
Run_1015,small_volatile,base,mid,99.73,0.13,89.56,8.27,89.51,8.31
Run_1016,peptide,thermal,high,99.98,0.95,75.53,25.40,76.40,24.86
Run_1017,small_nonvolatile,oxidation,low,99.78,0.13,96.10,3.80,95.24,5.03
Run_1018,peptide,photolysis,high,98.63,0.99,73.13,26.48,74.26,26.20
Run_1019,small_volatile,thermal,high,99.23,0.24,61.52,37.95,61.22,38.66
Run_1020,peptide,oxidation,mid,100.73,0.93,87.43,14.23,87.61,13.97
Run_1021,small_nonvolatile,base,mid,99.60,0.65,83.32,16.93,82.69,16.93
Run_1022,small_nonvolatile,thermal,low,100.38,0.90,96.19,5.09,96.40,4.89
Run_1023,peptide,photolysis,mid,100.79,0.30,82.30,18.79,81.40,13.70
Run_1024,small_nonvolatile,photolysis,mid,100.83,0.53,89.62,11.74,89.68,12.06
Run_1025,small_nonvolatile,acid,high,99.97,0.22,76.35,23.84,76.61,24.24
Run_1026,small_nonvolatile,photolysis,low,100.09,0.11,98.98,1.23,99.89,1.91
Run_1027,peptide,oxidation,low,100.04,0.90,98.88,2.06,98.54,1.57
Run_1028,small_volatile,photolysis,mid,100.18,0.31,94.32,5.32,94.51,5.16
Run_1029,small_nonvolatile,base,high,99.81,0.99,59.94,40.87,61.03,39.98
Run_1030,small_volatile,oxidation,low,99.84,0.29,95.32,3.99,95.24,3.58
Run_1031,small_volatile,oxidation,high,100.42,0.17,70.82,26.09,70.54,25.76
Run_1032,peptide,oxidation,low,99.65,0.38,98.01,2.02,98.50,2.03
Run_1033,small_nonvolatile,photolysis,high,99.34,0.36,53.48,46.22,53.39,46.66
Run_1034,small_volatile,photolysis,mid,99.41,0.98,82.37,18.02,83.02,18.01
Run_1035,small_nonvolatile,photolysis,mid,99.49,0.82,93.22,7.09,93.53,7.98
Run_1036,peptide,oxidation,high,100.19,0.37,76.65,23.91,76.97,24.73
Run_1037,small_volatile,photolysis,mid,100.23,0.24,91.37,9.09,91.11,9.49
Run_1038,peptide,photolysis,mid,99.22,0.54,88.52,11.23,88.30,10.64
Run_1039,small_volatile,base,low,99.04,0.20,97.00,1.89,97.53,1.92
Run_1040,peptide,photolysis,high,100.21,0.55,70.81,29.95,70.88,29.71
Run_1041,peptide,photolysis,high,99.77,0.40,62.43,37.74,63.17,38.81
Run_1042,peptide,photolysis,low,100.28,0.75,98.05,2.99,98.34,2.80
Run_1043,small_nonvolatile,photolysis,low,100.12,0.86,97.50,3.49,97.78,3.80
Run_1044,small_nonvolatile,oxidation,low,100.07,0.35,97.25,3.18,97.31,3.20
Run_1045,small_volatile,oxidation,mid,99.82,0.57,82.22,18.17,82.45,13.18
Run_1046,peptide,photolysis,high,100.01,0.31,68.59,31.72,68.75,31.74
Run_1047,peptide,thermal,low,100.04,0.11,97.75,2.40,98.32,2.94
Run_1048,small_volatile,thermal,high,99.85,0.55,66.32,34.08,66.70,34.09
Run_1049,small_nonvolatile,photolysis,high,99.62,0.82,71.12,29.32,70.99,29.28
Run_1050,small_nonvolatile,oxidation,low,100.55,0.29,97.73,3.11,97.49,2.28
Run_1051,small_volatile,thermal,low,99.69,0.97,95.97,4.69,97.05,4.40
Run_1052,small_nonvolatile,photolysis,low,100.80,0.88,97.51,4.18,98.02,4.21
Run_1053,small_volatile,photolysis,low,100.05,0.78,98.32,2.51,98.77,1.93
Run_1054,small_volatile,acid,high,100.84,0.85,64.53,37.15,65.38,37.54
Run_1055,small_volatile,oxidation,low,100.67,0.31,96.62,3.83,96.86,3.64
Run_1056,small_volatile,base,high,99.57,0.32,61.38,38.51,60.69,37.92
Run_1057,small_volatile,base,low,99.96,0.44,98.78,1.62,99.23,1.10
Run_1058,small_volatile,photolysis,mid,100.37,0.61,85.19,15.79,85.63,15.40
Run_1059,small_volatile,base,low,100.30,0.44,99.03,1.72,99.09,2.07
Run_1060,small_volatile,photolysis,mid,100.55,0.39,80.51,16.55,79.94,11.62
Run_1061,small_volatile,acid,high,99.85,0.36,70.35,24.63,69.61,24.90
Run_1062,small_nonvolatile,oxidation,low,100.31,0.12,96.59,3.84,95.78,3.66
Run_1063,small_nonvolatile,acid,low,100.90,0.51,97.52,3.89,98.30,4.31
Run_1064,small_nonvolatile,base,mid,99.87,0.21,85.55,14.53,85.70,14.70
Run_1065,small_nonvolatile,photolysis,mid,99.60,0.44,87.73,12.31,88.03,13.01
Run_1066,peptide,thermal,low,100.38,0.68,97.37,3.70,97.32,3.56
Run_1067,peptide,acid,high,100.11,0.13,68.39,31.85,67.69,32.02
Run_1068,small_volatile,thermal,mid,100.53,0.18,85.77,14.94,86.32,15.21
Run_1069,peptide,oxidation,high,100.12,0.87,52.29,48.70,52.65,48.82
Run_1070,small_nonvolatile,acid,high,100.11,0.14,70.29,29.96,70.95,30.17
Run_1071,small_volatile,photolysis,high,100.61,0.34,62.65,32.21,63.21,31.88
Run_1072,small_nonvolatile,photolysis,low,99.46,0.42,96.80,3.08,96.39,1.77
Run_1073,small_volatile,thermal,low,99.54,0.51,98.22,1.84,97.92,2.17
Run_1074,small_nonvolatile,acid,low,99.41,0.96,98.17,2.20,98.33,1.52
Run_1075,small_volatile,base,low,99.69,0.85,97.77,2.55,98.10,3.38
Run_1076,small_volatile,thermal,mid,100.16,0.30,89.57,10.90,88.88,10.48
Run_1077,small_volatile,thermal,high,99.41,0.17,56.45,43.12,56.61,43.02
Run_1078,peptide,thermal,low,100.05,0.85,97.74,3.16,97.50,2.93
Run_1079,small_volatile,photolysis,high,100.05,0.90,59.68,35.18,59.03,35.45
Run_1080,small_nonvolatile,photolysis,low,100.64,0.26,97.18,3.71,97.77,4.50
Run_1081,small_nonvolatile,thermal,low,101.15,0.24,98.74,2.65,98.36,2.08
Run_1082,small_nonvolatile,photolysis,high,99.75,0.85,65.17,35.43,64.78,35.58
Run_1083,peptide,base,mid,100.50,0.89,87.41,13.98,88.18,14.00
Run_1084,peptide,acid,high,99.72,0.19,46.80,53.11,46.56,52.18
Run_1085,small_nonvolatile,acid,low,99.70,0.30,95.20,4.80,96.09,4.22
Run_1086,small_nonvolatile,base,low,100.06,0.92,98.39,2.58,97.87,2.79
Run_1087,small_nonvolatile,thermal,high,99.77,0.71,55.53,44.96,55.14,44.88
Run_1088,peptide,photolysis,high,99.73,0.18,66.33,33.57,66.72,33.76
Run_1089,small_volatile,acid,mid,99.48,0.53,91.35,8.66,91.92,9.24
Run_1090,peptide,oxidation,high,100.23,0.69,73.51,27.40,73.24,27.56
Run_1091,small_nonvolatile,oxidation,high,99.37,0.73,55.07,45.02,55.00,44.51
Run_1092,small_nonvolatile,photolysis,low,100.24,0.55,98.38,2.42,100.05,2.20
Run_1093,peptide,thermal,low,99.57,0.64,98.04,2.17,98.33,1.18
Run_1094,small_volatile,thermal,high,100.37,0.96,77.66,23.66,76.48,23.60
Run_1095,small_nonvolatile,thermal,low,100.72,0.98,98.96,2.74,99.79,2.54
Run_1096,small_volatile,base,mid,99.65,0.74,82.20,14.67,82.07,15.03
Run_1097,peptide,base,high,99.20,0.20,46.64,52.76,47.23,54.09
Run_1098,peptide,base,mid,99.97,0.45,92.04,8.38,92.08,9.34
Run_1099,peptide,photolysis,mid,99.91,0.34,91.02,9.24,90.71,9.03
Run_1100,peptide,photolysis,mid,100.08,0.39,89.15,11.33,89.20,10.96
Run_1101,small_nonvolatile,thermal,low,100.39,0.55,97.22,3.73,97.29,4.04
Run_1102,small_nonvolatile,oxidation,low,100.05,0.36,97.82,2.59,97.52,2.18
Run_1103,peptide,oxidation,low,99.24,0.99,96.51,3.72,95.71,3.62
Run_1104,small_volatile,oxidation,high,100.35,0.55,77.65,23.26,76.95,23.22
Run_1105,peptide,base,mid,101.19,0.19,82.49,18.89,82.50,19.37
Run_1106,peptide,oxidation,low,99.62,0.11,95.98,3.76,96.81,3.98
Run_1107,small_nonvolatile,base,low,100.31,0.23,96.80,3.75,97.03,4.14
Run_1108,small_nonvolatile,thermal,high,100.10,0.40,71.60,28.90,71.62,28.83
Run_1109,small_volatile,photolysis,low,99.74,0.35,96.63,3.45,96.50,2.89
Run_1110,small_nonvolatile,oxidation,low,99.98,0.70,96.64,4.04,96.03,4.09
Run_1111,small_nonvolatile,acid,high,100.55,0.81,81.73,19.63,81.81,20.17
Run_1112,peptide,acid,low,100.72,0.13,98.49,2.36,98.33,2.44
Run_1113,small_volatile,acid,high,100.01,0.82,56.10,44.74,56.17,45.16
Run_1114,small_nonvolatile,photolysis,low,100.13,0.87,98.53,2.47,99.07,2.79
Run_1115,small_volatile,acid,low,99.63,0.79,97.61,2.81,97.04,2.86
Run_1116,small_volatile,photolysis,high,99.61,0.59,74.49,25.71,74.03,25.77
Run_1117,small_volatile,thermal,low,100.30,0.19,97.25,3.24,97.47,2.46
Run_1118,peptide,thermal,low,100.57,0.69,99.54,1.72,99.59,1.20
Run_1119,peptide,base,high,99.84,0.63,57.76,42.71,58.32,42.74
Run_1120,peptide,base,low,98.58,0.12,96.34,2.36,96.95,2.30
Run_1121,peptide,acid,high,99.55,0.12,71.97,27.71,71.76,27.48
Run_1122,peptide,photolysis,low,99.81,0.67,96.91,3.57,97.73,3.79
Run_1123,small_nonvolatile,acid,low,99.45,0.29,96.85,2.89,96.95,3.00
Run_1124,peptide,thermal,low,99.45,0.58,96.76,3.27,96.99,3.73
Run_1125,small_volatile,base,low,99.31,0.43,95.08,4.66,95.75,5.05
Run_1126,peptide,photolysis,mid,99.82,0.28,92.57,7.53,92.53,7.79
Run_1127,small_nonvolatile,oxidation,mid,100.74,0.50,93.87,7.37,92.90,5.03
Run_1128,small_nonvolatile,photolysis,low,100.94,0.50,97.50,3.93,98.06,3.95
Run_1129,small_volatile,base,mid,100.55,0.69,80.71,20.53,80.14,21.49
Run_1130,small_volatile,acid,high,100.11,0.98,67.98,33.11,67.61,33.19
Run_1131,small_nonvolatile,photolysis,low,100.48,0.27,96.70,4.06,96.46,4.52
Run_1132,small_nonvolatile,photolysis,mid,100.78,0.54,83.61,17.72,84.39,17.65
Run_1133,small_volatile,oxidation,low,100.31,0.37,96.13,4.56,96.53,4.46
Run_1134,small_volatile,thermal,high,101.32,1.00,51.94,41.28,52.33,41.58
Run_1135,small_volatile,oxidation,low,99.64,0.95,98.71,1.64,99.14,1.25
Run_1136,small_nonvolatile,thermal,low,100.45,0.37,97.64,3.18,97.09,2.36
Run_1137,peptide,base,mid,100.26,0.40,86.74,13.92,86.42,9.42
Run_1138,small_nonvolatile,oxidation,mid,99.79,0.91,81.10,19.61,81.50,20.01
Run_1139,peptide,base,low,99.28,0.11,97.52,1.87,97.42,1.74
Run_1140,small_volatile,photolysis,high,99.52,0.16,52.10,47.58,51.41,46.97
Run_1141,small_volatile,thermal,low,99.75,0.88,94.51,6.13,94.31,6.06
Run_1142,small_nonvolatile,thermal,low,100.72,0.94,97.68,3.98,96.86,3.79
Run_1143,small_volatile,thermal,mid,100.06,0.50,83.32,17.23,82.96,12.00
Run_1144,peptide,photolysis,low,99.92,0.50,96.31,4.11,96.02,4.31
Run_1145,peptide,photolysis,low,99.91,0.59,98.77,1.73,98.93,1.42
Run_1146,small_volatile,photolysis,high,99.36,0.60,64.16,35.80,64.15,35.86
Run_1147,small_volatile,thermal,mid,99.54,0.80,91.84,8.50,92.17,8.15
Run_1148,peptide,thermal,high,99.07,0.29,63.01,36.34,62.85,36.94
Run_1149,small_volatile,base,mid,99.97,0.31,89.65,10.63,90.10,11.41
Run_1150,small_volatile,acid,mid,99.65,0.60,93.04,7.21,93.90,5.46
Run_1151,small_volatile,acid,mid,100.01,0.18,90.82,8.45,91.93,8.74
Run_1152,small_nonvolatile,photolysis,low,100.90,0.44,96.67,4.67,96.25,4.75
Run_1153,small_nonvolatile,acid,high,100.49,0.14,69.54,31.10,70.41,31.25
Run_1154,peptide,photolysis,low,100.70,0.22,97.32,3.60,97.26,3.11
Run_1155,small_nonvolatile,photolysis,high,100.29,0.35,69.64,31.00,68.83,31.03
Run_1156,peptide,thermal,low,98.30,0.52,95.88,2.93,96.61,3.10
Run_1157,peptide,thermal,low,99.86,0.60,98.17,2.29,99.40,1.63
Run_1158,small_volatile,oxidation,low,99.32,0.59,97.42,2.48,97.92,2.40
Run_1159,small_nonvolatile,base,high,99.59,0.40,58.04,41.95,58.14,41.75
Run_1160,peptide,thermal,low,100.10,0.97,97.70,3.37,97.67,3.43
Run_1161,small_nonvolatile,oxidation,high,98.88,0.65,69.39,30.15,68.36,29.76
Run_1162,peptide,photolysis,low,100.58,0.87,99.32,2.12,99.20,2.80
Run_1163,small_nonvolatile,photolysis,low,100.19,0.14,95.98,4.35,95.67,4.23
Run_1164,peptide,oxidation,mid,100.86,0.65,83.57,17.94,83.28,12.60
Run_1165,peptide,oxidation,low,100.49,0.57,97.92,3.13,97.94,2.55
Run_1166,small_volatile,thermal,high,100.43,0.87,50.07,51.22,49.57,51.07
Run_1167,peptide,base,high,99.78,0.45,45.88,54.35,45.62,54.41
Run_1168,small_volatile,acid,low,100.09,0.55,98.33,2.31,98.19,2.95
Run_1169,peptide,photolysis,low,99.36,0.35,95.33,4.37,95.29,3.58
Run_1170,small_nonvolatile,acid,mid,99.58,0.72,91.42,8.88,90.64,7.51
Run_1171,peptide,acid,mid,99.89,0.99,87.45,13.43,87.11,12.88
Run_1172,peptide,oxidation,mid,100.39,0.48,80.84,20.02,80.85,19.59
Run_1173,small_nonvolatile,base,high,99.86,0.72,59.90,40.68,59.85,40.51
Run_1174,peptide,oxidation,high,99.60,0.67,61.07,39.19,61.08,39.54
Run_1175,small_volatile,base,low,100.54,0.42,98.23,2.73,97.99,3.18
Run_1176,small_volatile,oxidation,high,99.30,0.49,56.98,42.81,56.62,42.56
Run_1177,peptide,base,mid,100.23,0.39,84.61,16.02,84.11,16.14
Run_1178,small_volatile,thermal,low,99.92,0.98,97.25,3.65,96.84,3.74
Run_1179,small_nonvolatile,oxidation,mid,99.99,0.23,92.54,7.68,92.54,8.25
Run_1180,small_volatile,acid,high,99.83,0.41,76.23,24.01,76.64,24.07
Run_1181,peptide,oxidation,mid,99.59,0.16,82.94,16.81,83.13,16.34
Run_1182,small_volatile,acid,high,99.60,0.56,66.38,33.79,66.82,34.25
Run_1183,small_nonvolatile,photolysis,high,100.41,0.82,53.57,47.66,53.16,48.41
Run_1184,small_nonvolatile,acid,high,99.94,0.40,65.25,35.09,65.08,34.32
Run_1185,small_nonvolatile,acid,mid,100.53,0.67,84.47,16.73,84.49,11.33
Run_1186,small_nonvolatile,acid,low,100.59,0.87,98.41,3.06,98.15,2.54
Run_1187,small_nonvolatile,photolysis,mid,100.04,0.85,83.19,17.70,82.77,17.61
Run_1188,small_volatile,thermal,mid,100.05,0.99,94.40,6.64,94.12,7.60
Run_1189,peptide,acid,high,99.90,0.86,63.41,37.34,63.62,37.67
Run_1190,peptide,acid,low,99.92,0.42,97.93,2.41,97.85,2.08
Run_1191,small_nonvolatile,thermal,mid,99.76,0.60,94.28,6.08,94.44,5.67
Run_1192,small_nonvolatile,oxidation,low,99.93,0.52,95.54,4.91,96.00,4.80
Run_1193,peptide,oxidation,low,99.89,0.98,98.24,2.63,98.47,2.48
Run_1194,peptide,photolysis,mid,100.32,0.81,89.75,11.37,89.70,10.99
Run_1195,small_nonvolatile,base,low,100.53,0.69,97.78,3.44,97.05,3.13
Run_1196,small_nonvolatile,base,low,99.58,0.88,95.19,5.27,95.73,5.45
Run_1197,small_volatile,base,mid,99.78,0.72,89.45,11.05,88.73,11.55
Run_1198,small_volatile,photolysis,low,100.16,0.51,95.91,4.76,96.32,5.28
Run_1199,small_volatile,oxidation,high,99.77,0.38,60.86,36.73,61.07,37.06
Run_1200,small_nonvolatile,photolysis,high,100.03,0.42,52.57,47.88,52.95,47.73
Run_1201,small_volatile,acid,high,100.55,0.63,77.72,21.13,77.13,21.35
Run_1202,small_volatile,thermal,low,99.04,0.58,97.50,2.12,97.24,2.36
Run_1203,small_nonvolatile,base,high,98.94,0.55,68.88,30.60,69.73,30.24
Run_1204,small_volatile,acid,low,99.67,0.18,95.00,4.56,94.66,4.54
Run_1205,peptide,thermal,low,99.92,0.84,95.06,5.69,94.70,5.30
Run_1206,small_nonvolatile,thermal,high,98.85,0.25,55.52,43.57,55.26,43.84
Run_1207,peptide,thermal,mid,100.12,0.23,88.20,12.15,88.04,12.43
Run_1208,small_nonvolatile,acid,mid,100.63,0.61,87.35,13.89,87.30,13.72
Run_1209,small_volatile,thermal,mid,99.18,0.33,91.38,8.13,91.05,8.27
Run_1210,peptide,thermal,high,100.36,0.23,73.55,27.04,73.52,26.90
Run_1211,peptide,photolysis,mid,99.50,0.20,83.06,16.65,82.94,17.00
Run_1212,peptide,thermal,high,99.52,0.16,67.47,32.21,66.29,32.88
Run_1213,small_volatile,photolysis,low,99.64,0.41,95.02,5.03,94.56,4.66
Run_1214,small_nonvolatile,photolysis,low,100.24,0.89,98.52,2.61,98.54,2.80
Run_1215,peptide,base,mid,99.35,0.81,88.87,11.29,88.72,11.55
Run_1216,small_volatile,acid,high,99.90,0.66,65.03,33.09,64.82,33.11
Run_1217,peptide,acid,low,100.14,0.14,99.02,1.27,98.69,1.42
Run_1218,small_volatile,base,mid,99.81,0.33,87.35,12.79,87.43,12.21
Run_1219,small_volatile,acid,low,98.94,0.36,95.41,3.89,96.46,3.52
Run_1220,small_volatile,oxidation,low,100.83,0.91,99.20,2.27,99.64,2.45
Run_1221,small_volatile,acid,high,99.89,0.19,62.96,37.12,62.97,36.76
Run_1222,small_volatile,acid,mid,100.00,0.45,93.93,6.53,93.34,7.06
Run_1223,small_volatile,thermal,mid,99.48,0.38,84.47,14.33,84.26,9.82
Run_1224,small_nonvolatile,base,mid,100.36,0.68,92.18,8.86,92.10,8.71
Run_1225,peptide,base,high,100.41,0.92,51.01,50.32,50.60,50.84
Run_1226,peptide,oxidation,mid,99.52,0.36,89.79,10.09,89.22,10.33
Run_1227,small_volatile,base,low,100.14,0.61,96.31,3.88,96.07,3.04
Run_1228,small_volatile,photolysis,mid,99.87,0.36,86.21,14.02,86.44,14.11
Run_1229,small_nonvolatile,thermal,low,100.07,0.48,97.69,2.86,97.84,2.71
Run_1230,small_volatile,thermal,mid,99.92,0.83,83.83,16.92,83.63,18.04
Run_1231,peptide,base,high,99.90,0.81,59.83,40.88,58.68,40.48
Run_1232,small_nonvolatile,thermal,high,100.19,0.49,76.00,24.68,76.32,25.46
Run_1233,small_volatile,base,mid,100.25,0.24,84.36,16.13,84.69,16.40
Run_1234,small_volatile,acid,mid,99.76,0.78,90.82,9.72,91.20,9.46
Run_1235,small_nonvolatile,acid,low,100.39,0.98,98.75,2.62,99.01,2.93
Run_1236,peptide,photolysis,high,100.59,0.80,50.95,50.43,50.16,50.18
Run_1237,small_volatile,photolysis,mid,99.69,0.98,85.00,15.66,84.47,10.38
Run_1238,small_volatile,acid,low,99.58,0.58,96.91,2.69,97.22,2.71
Run_1239,small_nonvolatile,acid,low,99.79,0.80,98.68,1.91,98.26,1.86
Run_1240,peptide,thermal,mid,100.67,0.31,95.07,5.91,94.70,5.77
Run_1241,small_nonvolatile,thermal,low,99.04,0.51,94.27,5.28,94.39,5.08
Run_1242,small_volatile,photolysis,low,99.93,0.86,94.89,5.25,93.63,5.64
Run_1243,small_nonvolatile,base,low,99.75,0.45,97.31,2.88,97.27,3.02
Run_1244,small_volatile,acid,mid,99.68,0.27,85.70,14.25,86.52,14.84
Run_1245,peptide,base,high,100.10,0.40,61.84,38.66,62.46,38.27
Run_1246,small_volatile,photolysis,low,99.35,0.29,96.64,3.00,95.98,3.16
Run_1247,peptide,thermal,high,99.54,0.94,56.39,44.08,56.66,44.70
Run_1248,peptide,thermal,high,100.04,0.99,74.56,26.47,73.57,27.38
Run_1249,peptide,base,high,100.01,0.13,76.44,23.71,76.87,23.57
Run_1250,peptide,thermal,mid,99.42,0.31,88.48,11.25,88.73,11.78
Run_1251,small_nonvolatile,acid,low,100.03,0.33,95.38,4.98,95.39,5.23
Run_1252,small_nonvolatile,photolysis,low,99.58,0.39,95.08,4.89,95.42,5.32
Run_1253,small_volatile,oxidation,high,100.99,0.48,59.26,36.38,59.19,36.65
Run_1254,small_nonvolatile,thermal,low,99.42,0.78,97.07,3.13,97.74,2.53
Run_1255,small_nonvolatile,photolysis,low,100.80,0.75,96.60,4.95,96.61,3.99
Run_1256,peptide,thermal,high,99.14,0.98,54.14,45.98,53.78,45.89
Run_1257,small_volatile,photolysis,low,100.75,0.44,98.57,2.62,98.28,3.55
Run_1258,peptide,thermal,low,100.08,0.66,95.88,4.87,96.33,5.41
Run_1259,small_nonvolatile,base,high,99.72,0.33,62.47,37.58,62.06,37.42
Run_1260,peptide,acid,high,100.95,0.72,54.80,46.87,54.97,46.18
Run_1261,small_nonvolatile,oxidation,high,99.80,0.25,56.15,43.90,56.16,43.70
Run_1262,small_nonvolatile,acid,low,100.17,0.74,96.51,4.40,96.81,5.14
Run_1263,peptide,base,mid,99.78,0.73,93.49,7.02,93.25,7.42
Run_1264,small_nonvolatile,oxidation,low,99.88,0.27,95.41,4.73,95.48,4.54
Run_1265,peptide,base,low,100.26,0.30,95.43,5.12,95.35,5.50
Run_1266,peptide,thermal,low,99.78,0.76,95.42,5.12,95.88,4.61
Run_1267,peptide,base,high,99.75,0.48,66.19,34.03,66.93,33.83
Run_1268,peptide,base,high,99.14,0.18,58.15,41.17,58.15,41.43
Run_1269,peptide,base,low,100.02,0.96,97.21,3.77,97.34,3.98
Run_1270,peptide,thermal,high,100.24,0.94,64.81,36.37,64.65,36.46
Run_1271,small_volatile,oxidation,low,99.92,0.87,97.65,2.57,97.61,2.44
Run_1272,small_volatile,photolysis,low,100.41,0.50,95.32,5.59,95.45,6.03
Run_1273,small_volatile,base,mid,99.78,0.81,83.35,17.24,83.44,17.65
Run_1274,small_nonvolatile,base,high,100.24,0.33,65.13,35.44,65.37,36.47
Run_1275,peptide,base,low,100.26,0.67,98.85,2.08,98.68,2.78
Run_1276,small_nonvolatile,photolysis,high,100.19,0.46,67.90,32.75,67.92,33.06
Run_1277,small_volatile,acid,low,100.37,0.82,98.16,3.03,97.87,3.72
Run_1278,small_nonvolatile,oxidation,mid,99.72,0.82,81.13,19.41,81.96,19.14
Run_1279,peptide,photolysis,high,99.23,0.55,47.05,52.73,46.80,53.31
Run_1280,small_nonvolatile,base,low,100.47,0.89,98.46,2.90,97.66,2.94
Run_1281,small_nonvolatile,photolysis,high,100.11,0.64,51.82,48.94,51.83,49.56
Run_1282,small_nonvolatile,oxidation,high,99.70,0.53,64.12,36.11,64.18,36.51
Run_1283,small_nonvolatile,photolysis,mid,99.65,0.68,82.65,17.68,82.35,18.33
Run_1284,small_nonvolatile,thermal,low,100.17,0.78,95.76,5.19,95.65,5.04
Run_1285,peptide,thermal,low,100.32,0.44,97.38,3.38,97.48,3.37
Run_1286,small_volatile,acid,mid,100.44,0.40,94.71,6.14,93.59,5.96
Run_1287,peptide,acid,high,99.63,0.86,71.38,29.11,71.26,28.51
Run_1288,small_volatile,base,high,100.95,0.90,53.68,48.17,53.45,47.65
Run_1289,small_nonvolatile,acid,mid,99.69,0.13,83.06,16.76,83.68,17.10
Run_1290,small_volatile,base,low,100.08,0.94,96.24,4.78,95.94,4.46
Run_1291,small_nonvolatile,acid,high,99.63,0.57,56.64,43.57,56.34,43.96
Run_1292,peptide,photolysis,high,99.64,0.32,66.56,33.39,66.06,34.15
Run_1293,peptide,thermal,low,100.57,0.98,97.31,4.24,97.62,3.66
Run_1294,small_nonvolatile,photolysis,high,101.05,0.27,51.02,50.31,50.43,50.09
Run_1295,small_volatile,acid,low,99.94,0.60,97.79,2.42,97.55,2.07
Run_1296,small_nonvolatile,acid,mid,100.25,0.32,95.13,5.45,94.56,6.00
Run_1297,small_volatile,thermal,mid,99.36,0.32,92.04,7.64,91.87,7.54
Run_1298,small_volatile,oxidation,high,101.19,0.48,65.72,29.91,65.05,28.94
Run_1299,peptide,photolysis,low,100.07,0.61,96.13,4.55,96.75,3.58
Run_1300,small_volatile,photolysis,low,99.38,0.60,96.31,3.66,96.44,3.73
Run_1301,small_nonvolatile,base,high,99.08,0.18,79.48,19.77,79.53,19.55
Run_1302,small_volatile,thermal,low,100.29,0.85,97.59,3.21,96.57,2.72
Run_1303,small_nonvolatile,acid,mid,100.27,0.20,86.21,14.27,85.26,9.67
Run_1304,peptide,base,low,99.97,0.16,96.49,3.64,96.62,3.30
Run_1305,small_nonvolatile,thermal,low,99.71,0.85,97.86,2.69,98.13,2.61
Run_1306,small_volatile,oxidation,low,100.36,0.82,96.32,4.52,95.93,3.89
Run_1307,small_nonvolatile,thermal,high,99.58,0.23,61.81,38.00,61.07,37.46
Run_1308,peptide,oxidation,high,100.73,0.91,77.18,24.46,76.97,24.55
Run_1309,peptide,base,high,100.62,0.28,64.98,35.92,64.87,35.42
Run_1310,small_volatile,thermal,low,100.13,0.18,96.35,3.97,98.01,4.17
Run_1311,small_nonvolatile,photolysis,low,100.08,0.73,97.09,3.72,97.66,3.90
Run_1312,peptide,oxidation,low,99.63,0.27,96.93,2.97,97.35,3.54
Run_1313,peptide,photolysis,high,99.63,0.73,55.88,44.48,55.61,45.35
Run_1314,peptide,photolysis,low,99.99,0.91,97.03,3.87,97.35,4.19
Run_1315,peptide,oxidation,mid,99.30,0.82,92.26,7.87,92.03,8.01
Run_1316,small_volatile,thermal,high,100.08,0.35,71.18,29.26,70.62,29.92
Run_1317,small_nonvolatile,base,high,100.68,0.77,58.36,43.09,58.56,42.57
Run_1318,peptide,photolysis,mid,99.53,0.16,83.48,16.20,83.56,16.15
Run_1319,peptide,base,mid,99.57,0.89,80.56,19.90,81.01,18.89
Run_1320,small_nonvolatile,oxidation,high,99.62,0.69,62.13,38.18,62.73,38.27
Run_1321,small_volatile,thermal,mid,100.10,0.42,92.16,8.36,91.47,8.88
Run_1322,peptide,acid,mid,100.23,0.36,94.70,5.88,93.97,5.68
Run_1323,small_volatile,acid,mid,99.63,0.61,88.51,11.73,89.39,11.58
Run_1324,small_nonvolatile,base,high,100.68,0.82,73.14,28.36,72.01,28.47
Run_1325,small_nonvolatile,acid,high,100.93,0.95,64.81,37.07,64.57,37.33
Run_1326,peptide,thermal,mid,100.26,0.95,92.79,8.42,92.79,8.87
